iteration,joint_reward,wh_actor_loss,wh_critic_loss,ret_actor_loss,ret_critic_loss,fill_rate
1,-14.7193575,-0.01729027492304643,58698.37890625,0.34484843015670774,68660.61822916666,3.0064821
2,-13.352708,-0.0013982293506463368,48513.324869791664,0.5361661682526271,56985.49453125,2.9685676
