iteration,mean_reward,actor_loss,critic_loss,entropy,fill_rate
269,-1380.4427,-0.0013425757868155356,28769.709267893144,12.11902513042573,2.3979306
132,-1321.9275,-0.0007418174176446853,37486.86662046371,12.66502183483493,5.008185
270,-1322.8798,-0.0005741746224943668,10242.062074722782,12.106426108268,7.553196
133,-1344.8079,-0.00029840762726962566,10838.527942288307,12.714325789482363,8.713823
271,-1371.2627,-0.0004774639833598368,45678.40609248992,12.132204178840883,7.6372566
134,-1336.3354,-0.00014434295195725656,45974.15514742943,12.729411417438138,9.365034
272,-1371.2627,-0.0001478254374477171,15740.917409589214,12.17339410320405,3.2283068
135,-1336.3354,-0.0009768779629901532,21823.814516129034,12.811257223929129,3.4804165
273,-1331.9677,-0.0005733494631825916,21554.68924048639,12.120206617539928,7.4656067
136,-1292.2485,-0.00019048379674073187,19341.999267578125,12.857402763059062,8.43752
274,-1331.9677,-8.961701795699136e-05,40033.435830393144,12.083738165517007,2.5237978
137,-1292.2485,-0.0008307400970689712,49703.15442288307,12.898835674408943,4.3655276
275,-1330.5344,-0.0012883960659946165,8765.122448336693,12.079319169444423,7.7360687
138,-1337.8901,-0.00010591477996880008,13447.650894657258,12.958858897609096,7.6159954
276,-1317.8635,-0.0013705299746605657,35717.11198966734,12.071959487853512,8.7057705
139,-1379.6566,1.4388776053824732e-05,37290.78416393649,13.012301760335122,7.676935
277,-1317.8635,-0.001055959304193816,23525.248519405242,12.040289886536137,3.3183813
140,-1379.6566,-0.0002485778738534258,33636.016806325606,13.082238604945521,2.736181
278,-1336.5879,-0.0016573188646185782,12380.047875189011,12.048353264408727,7.854748
141,-1343.3645,-0.001798934581118726,11953.769759639617,13.111766799803704,8.096588
279,-1336.5879,-0.00032760357604392115,51184.231413810485,12.043380168176466,2.7616084
142,-1362.5573,-0.0023882990522730734,48911.31300403226,13.178836014962965,9.530044
280,-1355.9904,-0.00109374045484489,13811.756418535786,12.085689660041563,7.2519836
143,-1362.5573,-0.0009615090525438709,18571.286652595765,13.216413690197852,3.4606874
281,-1331.388,-0.0007972824011719035,25735.564421622985,12.091530276883033,6.652379
144,-1288.8738,-2.587029349900061e-05,23718.794260332663,13.248772628845707,7.765478
282,-1331.388,-0.0008604172466983718,34699.07357295867,12.141253725174934,3.4564555
145,-1288.8738,-0.00064919937041498,45001.03912550403,13.225142086705853,2.7999222
283,-1335.7881,-0.0002603996394863052,8245.647807459678,12.208245761932865,7.2147965
146,-1311.1797,-0.0003835097285768678,11009.882158833165,13.188225707700175,7.4694815
284,-1323.5734,-0.0015422945256314932,38676.63990045363,12.170471868207377,7.3250475
147,-1346.9033,-0.00015761686729327324,39913.18472782258,13.232824740871306,7.676119
285,-1323.5734,7.572308963825626e-05,21220.66414125504,12.216356338993196,1.9844651
148,-1346.9033,-0.0005460471260331331,29187.08081842238,13.275418512282833,2.8372288
286,-1315.3264,-0.0009032903960154902,16185.74031313004,12.236203116755332,7.419622
149,-1363.9446,-0.0002960656439104388,14411.246361517136,13.298523541419737,8.218241
287,-1315.3264,-0.000586529724269865,48204.41692918347,12.218475757106658,2.1418571
150,-1324.8401,2.5120135697145615e-05,51458.29249621976,13.283356551201113,5.60233
288,-1342.449,-0.0005672439301927243,11474.236674647178,12.284799929588072,6.9730577
151,-1324.8401,-0.0005254814957058238,16565.835850869455,13.278691199518018,5.8822393
289,-1360.1687,-0.000716945547009668,30928.96378843246,12.250945275829684,6.7007246
152,-1382.1022,0.00013697507130282542,28962.28350239415,13.315639841941096,7.7995596
290,-1360.1687,-0.00014509649706944343,30665.0984438004,12.220875470869002,3.0415773
153,-1382.1022,-0.0005152755146545749,40536.690776209674,13.340024832756288,4.4983206
291,-1346.16,0.00011063074212401144,9046.378177765877,12.20995157764804,7.511467
154,-1341.4495,-0.0005643829823501649,10213.397712953629,13.30278214331596,7.573801
292,-1343.4792,-0.0009346489058507066,41405.60559475807,12.234125791057464,8.445859
155,-1357.908,-0.0002518481604995266,42482.510946950606,13.309634693207279,8.644467
293,-1343.4792,4.003451566302007e-05,17383.292913621473,12.272908626064178,2.9169261
156,-1357.908,-0.0006432482341845189,25407.611202116936,13.362399739603843,3.22842
294,-1316.0315,9.534106169256472e-05,18970.854523689515,12.335811115080311,7.586038
157,-1346.301,-0.0003347608501151685,18536.161550214212,13.408892554621543,7.9274416
295,-1316.0315,-0.001774147828860629,41113.08996975807,12.372835559229697,4.0160236
158,-1346.301,-0.0003590513351223161,54006.1748046875,13.394992743769,2.6244342
296,-1332.839,-0.001260482585958896,9474.047111265121,12.442208051681519,6.9298086
159,-1357.0557,0.00012674628035916436,13828.972530241936,13.398987885444395,7.5756845
297,-1354.2701,-0.000459141623709471,32749.823667464716,12.472994004526447,7.573211
160,-1356.3223,-0.0002576359209694689,33842.63189894153,13.426655300201908,7.001567
298,-1354.2701,-0.0010321588300529025,28142.193564138106,12.51438844588495,2.8372884
161,-1356.3223,-0.00011642317047282572,36503.65124117943,13.417592425500192,3.0162811
299,-1355.4373,-0.0005564764817996372,11518.993660219254,12.543765391072919,7.6185822
162,-1359.3904,-0.0003603527006963568,11081.495881111392,13.442186078717631,7.4953976
300,-1343.7092,0.00014998515947691856,44038.6392704133,12.539962522445187,4.9619794
163,-1366.7981,-0.00023375058756960976,48136.52961189516,13.434139082508702,8.6609
301,-1343.7092,0.00030282704580214716,14947.756906817036,12.569726205641224,5.536151
164,-1366.7981,-0.00012821613270188532,21177.626842867943,13.418075707650953,3.0215502
302,-1357.1652,-0.00032376983172951204,23856.20882686492,12.618441904744794,7.073861
165,-1343.6919,-0.0007732916593311295,21905.908707157258,13.432623547892417,7.6856794
303,-1357.1652,-0.00019370741961944487,36648.61047757057,12.67631164673836,3.558749
166,-1343.6919,6.973510608077049e-05,47085.387411794356,13.444576386482485,3.3629656
304,-1336.2969,-1.6442124521540058e-05,8322.533604775706,12.683211857272733,7.2816076
